,word,tf_idf,sponsor_id
53,efficient legal immigration,0.0936539998558558,A000371
54,website online tool,0.0936539998558558,A000371
55,efficient legal,0.0936539998558558,A000371
56,case processing,0.08629236500158786,A000371
57,jerry lewis,0.08551355197057726,A000371
58,delays unpredictability case,0.06689571418275414,A000371
59,delays unpredictability,0.06689571418275414,A000371
60,rescission resolution,0.2322051873620102,A000372
61,employer,0.1802731474967553,A000372
62,labor organization,0.12977911036428838,A000372
63,rescission,0.12439101095143204,A000372
64,bargaining,0.10385040486273464,A000372
65,national labor relations,0.08529962686422672,A000372
66,labor relations act,0.08497575304687775,A000372
67,national labor,0.0837131423524437,A000372
68,plant closing,0.08298158480394222,A000372
69,29,0.08274417474686392,A000372
70,acres,0.2571555368729763,A000375
71,000 acres,0.19822646558756568,A000375
72,approximately,0.1690377712629761,A000375
73,joint resolution,0.15218990139322464,A000375
74,wilderness,0.14844305591746948,A000375
75,500 acres,0.13573187413177834,A000375
76,required ratio,0.1318326587500074,A000375
77,motion,0.12784453830084871,A000375
78,canyon approximately,0.12496888906859095,A000375
79,canyon,0.11408048616799504,A000375
80,krasniqi,0.19465957613704166,A000376
81,kosovo,0.1889085059829879,A000376
82,youth sports,0.17550053657442302,A000376
83,ms krasniqi,0.157581561634748,A000376
84,serbian,0.11709272089757675,A000376
85,youth,0.10555097703998664,A000376
86,sports,0.1022359579471741,A000376
87,ms,0.08834065278410773,A000376
88,kosovo war,0.08342553263016071,A000376
89,000 construction,0.0791560263590028,A000376
90,land,0.24118875391501707,A000377
91,state land grant,0.19782482610511515,A000377
92,parcel,0.16267467138481087,A000377
93,land grant parcel,0.1618566759041851,A000377
94,grant parcel,0.1618566759041851,A000377
95,dakota,0.13739771446438862,A000377
96,state land,0.12765731299234487,A000377
97,north dakota,0.12605940389283204,A000377
98,state north dakota,0.12257185089932439,A000377
99,federal land,0.11593068830722723,A000377
100,cattle,0.2372444453308445,A000378
101,packer,0.1785739095704735,A000378
102,fed cattle,0.11703062588911595,A000378
103,housing,0.11689958563056968,A000378
104,mandatory minimums,0.07567222336058746,A000378
105,regional partner,0.07405733618224694,A000378
106,minimums,0.07380398353417877,A000378
107,regional mandatory,0.07268006632542033,A000378
108,manufactured housing,0.06207330702443063,A000378
109,telehealth,0.06184008339630531,A000378
110,000 shall,0.13671533556389534,B000490
111,rural,0.12302311888698446,B000490
112,loans,0.1219947890644099,B000490
113,remain available,0.11769281722479889,B000490
114,provided funds,0.11644079078935085,B000490
115,expenses,0.10683138255200458,B000490
116,available expended,0.103314368894774,B000490
117,necessary expenses,0.10243124477307171,B000490
118,remain available expended,0.10164904527598341,B000490
119,000 remain available,0.09940791271762445,B000490
120,99 amended,0.22543028563827816,B000574
121,chapter 99 amended,0.2246069463919733,B000574
122,99 amended inserting,0.2246069463919733,B000574
123,new heading subchapter,0.2244422785427123,B000574
124,heading subchapter ii,0.21614857235087012,B000574
125,new heading,0.21614857235087012,B000574
126,following new heading,0.21614857235087012,B000574
127,ii chapter 99,0.20954437751645688,B000574
128,numerical sequence following,0.2092375775493757,B000574
129,inserting numerical sequence,0.2092375775493757,B000574
130,bearcats,0.2418510142698542,B000575
131,missouri,0.1736321979185261,B000575
132,polycystic kidney,0.13023041749320963,B000575
133,polycystic kidney disease,0.12502120079348122,B000575
134,polycystic,0.11023625352159037,B000575
135,ulysses grant,0.10228154210761081,B000575
136,ulysses,0.10228154210761081,B000575
137,family care,0.09672884401192984,B000575
138,kidney,0.09659739257331637,B000575
139,kidney disease,0.09171603569910565,B000575
140,inserting 34,0.530156644790907,B000668
141,amended striking 42,0.34657191575998747,B000668
142,striking 42,0.3348768311046207,B000668
143,34,0.2750765710355241,B000668
144,amended inserting 34,0.24339259964369891,B000668
145,seq inserting 34,0.08080460460555029,B000668
146,amended follows,0.07622622521282321,B000668
147,crime control,0.07476995813990135,B000668
148,safe streets act,0.07039099547636198,B000668
149,omnibus crime control,0.07019070960374708,B000668
150,weather radio,0.20861688322739494,B000740
151,noaa weather radio,0.1981860390660252,B000740
152,noaa weather,0.1981860390660252,B000740
153,weather,0.1686575647685543,B000740
154,noaa,0.13163447325260882,B000740
155,oklahoma city,0.09522782400914064,B000740
156,uss oklahoma,0.09302149093472464,B000740
157,uss oklahoma city,0.09302149093472464,B000740
158,mesonet,0.07189421505528175,B000740
159,radio,0.0676438177430707,B000740
160,99 amended,0.22611203475663352,B000755
161,99 amended inserting,0.22528620555737627,B000755
162,chapter 99 amended,0.22528620555737627,B000755
163,new heading subchapter,0.2251210397175248,B000755
164,following new heading,0.21680225159461833,B000755
165,heading subchapter ii,0.21680225159461833,B000755
166,new heading,0.21680225159461833,B000755
167,ii chapter 99,0.21017808427073653,B000755
168,sequence following new,0.20987035647531818,B000755
169,sequence following,0.20987035647531818,B000755
170,forest,0.20090091163714394,B000825
171,forest reserve,0.127411411224532,B000825
172,conservation area,0.11626300604560115,B000825
173,forest management,0.11447077047047921,B000825
174,land,0.11438121157740966,B000825
175,honoré,0.11178538818804655,B000825
176,dolores,0.1099376619218628,B000825
177,special management area,0.0866574278978292,B000825
178,special management,0.08083651611901677,B000825
179,dolores river,0.07797538815013641,B000825
180,aimp,0.4114874620195469,B000944
181,tb,0.21020206368598227,B000944
182,aim program,0.19152181411969696,B000944
183,rental reduction,0.18868932587452203,B000944
184,rental reduction credit,0.12282607061643416,B000944
185,aimp participating,0.11377533512061207,B000944
186,aim,0.10824902787863257,B000944
187,reduction credit,0.10343623841919586,B000944
188,aimp participating state,0.10239780160855085,B000944
189,direct care registered,0.09790483889715766,B000944
190,vitro clinical,0.5146351575787316,B001135
191,clinical test,0.4125169828921856,B001135
192,vitro clinical test,0.41150591185568514,B001135
193,vitro,0.3177423811161548,B001135
194,clinical,0.18770896616869157,B001135
195,test,0.17037142918330775,B001135
196,clinical tests,0.10211817468654595,B001135
197,vitro clinical tests,0.10211817468654595,B001135
198,technology certification,0.08889112108233714,B001135
199,587b,0.08189675395653685,B001135
200,sub task force,0.1938630428046562,B001223
201,sub task,0.1938630428046562,B001223
202,bie,0.17022120831628346,B001223
203,limited equity,0.13519219547962563,B001223
204,equity cooperatives,0.09583459918217072,B001223
205,limited equity cooperatives,0.0920012152148839,B001223
206,home energy,0.08548975808126993,B001223
207,funded bie,0.08511060415814173,B001223
208,cooperatives,0.08277414251046206,B001223
209,school,0.07698884878281893,B001223
210,unhoused,0.20275131376932085,B001224
211,reproductive health,0.16546976204770525,B001224
212,sexual reproductive health,0.14585034629849664,B001224
213,reproductive,0.1439112067763589,B001224
214,sexual reproductive,0.14302734030547332,B001224
215,qualified approaches,0.11585884156148112,B001224
216,approaches community safety,0.11585884156148112,B001224
217,qualified approaches community,0.10758321002137532,B001224
218,community safety,0.1039045762525741,B001224
219,reproductive health care,0.09989546856685802,B001224
220,000 shall,0.11480205515225321,B001230
221,rural,0.11346468755016863,B001230
222,provided funds,0.10280668776985633,B001230
223,loans,0.0996572544887508,B001230
224,remain available,0.09568732992148656,B001230
225,available expended,0.08746625485748392,B001230
226,expenses,0.08727030359263248,B001230
227,remain available expended,0.08662487720086158,B001230
228,farm,0.0859243039495159,B001230
229,000 remain,0.08403064825770527,B001230
230,usaf,0.2736703447005508,B001236
231,ussf,0.13882377498484672,B001236
232,air,0.1068415510370889,B001236
233,arkansas,0.09565666850271803,B001236
234,airmen,0.09557380180785408,B001236
235,radiologist,0.09262445192398708,B001236
236,kaneaster hodges,0.08329426499090803,B001236
237,kaneaster hodges jr,0.08329426499090803,B001236
238,kaneaster,0.08329426499090803,B001236
239,hodges jr,0.08329426499090803,B001236
240,innovative agricultural,0.1769548955804669,B001243
241,innovative agricultural technology,0.1656599022455435,B001243
242,agricultural technology,0.1483107787441379,B001243
243,covered athletic association,0.1078623845411912,B001243
244,covered athletic,0.1078623845411912,B001243
245,cleland,0.08241374362002515,B001243
246,maxwell cleland,0.07630902187039365,B001243
247,joseph maxwell,0.07630902187039365,B001243
248,joseph maxwell cleland,0.07630902187039365,B001243
249,doping,0.07564440319488773,B001243
250,consent order,0.10048581742412098,B001248
251,nepa review,0.08666556909013749,B001248
252,federal authorization,0.0815013086470234,B001248
253,item service group,0.08088786448412832,B001248
254,office refugee,0.077535189181141,B001248
255,office refugee resettlement,0.077535189181141,B001248
256,item service,0.07487365005665629,B001248
257,coins,0.07438665215003806,B001248
258,unaccompanied alien children,0.07295265824015904,B001248
259,advisory committee,0.0711239402560914,B001248
260,rare kidney,0.2564376849927529,B001251
261,kidney,0.21693852629225338,B001251
262,kidney disease,0.19449534203853813,B001251
263,rare,0.19288726021097508,B001251
264,rare kidney disease,0.17808172568941172,B001251
265,disease,0.10770230498305898,B001251
266,rare kidney diseases,0.07835595930334116,B001251
267,rare disease,0.07693190543152935,B001251
268,drug biological product,0.07693190543152935,B001251
269,stage kidney disease,0.07355574975824185,B001251
270,dsh,0.14286607632373743,B001257
271,greece,0.13317852356481188,B001257
272,fra,0.12226151466506782,B001257
273,rare diseases conditions,0.09593575566176149,B001257
274,rare,0.09469730436348475,B001257
275,dsh allotment,0.0845635040922996,B001257
276,intercenter,0.08158013258428196,B001257
277,intercenter institute,0.08158013258428196,B001257
278,crash test,0.08022090146451634,B001257
279,dummies,0.07780278205958861,B001257
280,section 7706,0.2681386292583554,B001260
281,7706,0.2593249199598468,B001260
282,striking section 152,0.21148962307701272,B001260
283,inserting section 7706,0.21148962307701272,B001260
284,152 inserting,0.1888300206044756,B001260
285,section 152 inserting,0.1850534201923861,B001260
286,152 inserting section,0.18127681978029658,B001260
287,7706 section,0.16617041813193853,B001260
288,section 7706 section,0.16239381771984904,B001260
289,ethiopia,0.15584386733552946,B001260
290,wilderness,0.18502342796185164,B001261
291,special management area,0.17020379587368475,B001261
292,special management,0.16088789292186023,B001261
293,management area,0.1446209514988993,B001261
294,land,0.13133738936729114,B001261
295,service unit,0.09214207221442842,B001261
296,haleu,0.08752843183045621,B001261
297,wilderness study,0.08135756311078784,B001261
298,indian,0.08044459117035178,B001261
299,indian health,0.0773110794994491,B001261
300,authorizer,0.19325913854237095,B001267
301,ltss,0.17678197198846937,B001267
302,innovation authorizer,0.14554083272943982,B001267
303,antimicrobial,0.1314005215777287,B001267
304,eligible entity,0.11350117867662372,B001267
305,antimicrobial drug,0.10609159760675957,B001267
306,eviction,0.09327090768883597,B001267
307,land,0.0843367938692788,B001267
308,water,0.08239131860970418,B001267
309,broadband,0.08049051965956291,B001267
310,unaccompanied noncitizen,0.3392535864254565,B001270
311,noncitizen,0.329161174238232,B001270
312,noncitizen child,0.2932859291837116,B001270
313,unaccompanied noncitizen child,0.24599541812771417,B001270
314,child,0.19888479649427168,B001270
315,unaccompanied,0.18581600385027763,B001270
316,noncitizen children,0.1594083116938892,B001270
317,ombudsperson,0.11733268539648027,B001270
318,unaccompanied noncitizen children,0.11546884116288127,B001270
319,law enforcement,0.11004386192856003,B001270
320,providing assisting,0.12328781241459243,B001274
321,reproductive health care,0.11003406014308349,B001274
322,assisting reproductive,0.10958916659074883,B001274
323,providing assisting reproductive,0.10958916659074883,B001274
324,assisting reproductive health,0.10958916659074883,B001274
325,reproductive health,0.09734534264129277,B001274
326,immigration,0.09503802630046651,B001274
327,detainer,0.08519992906105266,B001274
328,1324a,0.08515816421062458,B001274
329,reproductive,0.08145372885430258,B001274
330,clinician led clinical,0.2768351457014113,B001275
331,clinician led,0.2768351457014113,B001275
332,led clinical data,0.2768351457014113,B001275
333,led clinical,0.2768351457014113,B001275
334,data registry,0.2319429599119933,B001275
335,clinical data registry,0.20949686701728423,B001275
336,clinical data,0.20879060457728374,B001275
337,clinician,0.18169169757215006,B001275
338,claims data,0.17260928660961022,B001275
339,walorski,0.14558133921500824,B001275
340,abortion services,0.133559056492365,B001277
341,abortion,0.12430981934238033,B001277
342,air carrier,0.10346370617923686,B001277
343,trust fund,0.10215345396549345,B001277
344,security trust fund,0.09328778364287484,B001277
345,trust,0.0868313085494208,B001277
346,security trust,0.07927040751862775,B001277
347,social security trust,0.07927040751862775,B001277
348,insurance trust,0.07726573214036604,B001277
349,insurance trust fund,0.07665674086566247,B001277
350,acidification,0.14915568088447967,B001278
351,ocean,0.13647005220930336,B001278
352,borrower,0.12201621007061215,B001278
353,commercial asbestos,0.09945485629404371,B001278
354,asbestos,0.09933460259512875,B001278
355,coastal acidification,0.09435460725332354,B001278
356,student,0.08385028348843124,B001278
357,work study,0.08349799039945624,B001278
358,ocean acidification,0.08308445071489146,B001278
359,eligible entity,0.07852270569550156,B001278
360,credit score,0.32223979497704697,B001281
361,credit,0.20222615250010725,B001281
362,score,0.1960156705364808,B001281
363,educational credit,0.19598305344564482,B001281
364,educational credit score,0.16540687866841958,B001281
365,consumer,0.14672817215868084,B001281
366,credit scores,0.14621739868524114,B001281
367,scores,0.13540670894895102,B001281
368,credit score educational,0.1240551590013147,B001281
369,score educational,0.1240551590013147,B001281
370,wilderness,0.18333701539088723,B001282
371,military,0.14962604844324637,B001282
372,secretary defense,0.128012367060594,B001282
373,congressional defense,0.09503390629082513,B001282
374,congressional defense committees,0.09476238084427992,B001282
375,defense committees,0.0942455853989694,B001282
376,armed,0.09397854071895301,B001282
377,department defense,0.09373716209390907,B001282
378,title 10 united,0.08572480632928865,B001282
379,10 united,0.08533003054718594,B001282
380,independent counsel,0.27498697983083326,B001285
381,wife,0.20909728019614565,B001285
382,inserting surviving,0.17782491362393882,B001285
383,wife inserting,0.17326081352243913,B001285
384,inserting surviving spouse,0.16499218789849995,B001285
385,husband,0.16490213392671896,B001285
386,striking widow,0.16132569483408885,B001285
387,striking wife,0.1543929398059277,B001285
388,spouse,0.152025626138554,B001285
389,widow,0.14329621919830304,B001285
390,octane,0.18002606654809,B001286
391,research octane,0.15083265035110244,B001286
392,octane number,0.15083265035110244,B001286
393,research octane number,0.15083265035110244,B001286
394,gasoline,0.12033401243137698,B001286
395,study abroad,0.11929065268304988,B001286
396,motor,0.1056458880566453,B001286
397,automotive fuel,0.10208620729084128,B001286
398,motor vehicle,0.10177604074190554,B001286
399,fuel,0.09343865257946322,B001286
400,oceania,0.36016243453289976,B001287
401,tb,0.3153076566588089,B001287
402,taiwan,0.19247374274752346,B001287
403,countries oceania,0.15787942335688757,B001287
404,prc,0.111125660274774,B001287
405,insurance affordability,0.09559661892397928,B001287
406,affordability program,0.08588828541656421,B001287
407,insurance affordability program,0.08588828541656421,B001287
408,firearm,0.08497237395845682,B001287
409,antimicrobial,0.08219991154172591,B001287
410,cannabis,0.28037004662422227,B001288
411,maternal,0.13812537854027226,B001288
412,health care,0.11570276265837222,B001288
413,hiv,0.1019949854804528,B001288
414,college athlete,0.08559666643408502,B001288
415,maternal health,0.07422960114181817,B001288
416,minority,0.07203998377474391,B001288
417,racial,0.07197809431662451,B001288
418,maternity care,0.07174994611207097,B001288
419,maternity,0.07031773122227533,B001288
420,vandalized,0.12459612526555376,B001291
421,space,0.11771716726302868,B001291
422,covid 19,0.10185759531456928,B001291
423,vaccination,0.08327865754290291,B001291
424,covered congressional,0.07967734224171197,B001291
425,secure computing,0.07967734224171197,B001291
426,center vandalized,0.07847217181199542,B001291
427,commercial space,0.07313962109508206,B001291
428,commercial space launch,0.07230389842281387,B001291
429,operation warp,0.07091903785326367,B001291
430,election,0.3050222689799562,B001292
431,candidate,0.18294986951123254,B001292
432,voter,0.16003373433015178,B001292
433,ballot,0.1582689406004886,B001292
434,voting,0.15311121370661446,B001292
435,redistricting,0.1510862858038528,B001292
436,federal office,0.13496937761361377,B001292
437,digital asset,0.129236388331654,B001292
438,vote,0.11425854835093213,B001292
439,election federal,0.10882066943984597,B001292
440,export certification,0.3174300014592299,B001295
441,requiring export certification,0.20769856456210606,B001295
442,item requiring export,0.19231348570565374,B001295
443,item requiring,0.19231348570565374,B001295
444,requiring export,0.1906221672356519,B001295
445,veterans,0.13873197090741227,B001295
446,export,0.12608009918512622,B001295
447,veterans affairs,0.09306890513470752,B001295
448,native,0.0829258694029394,B001295
449,toxic,0.08275195165284126,B001295
450,macedonian,0.3596747633697044,B001296
451,lung cancer,0.22533171223547688,B001296
452,lung,0.17523792457659204,B001296
453,macedonian american,0.16784822290586202,B001296
454,cancer,0.14313342137697316,B001296
455,joint resolution,0.13611198503344513,B001296
456,animal,0.08898455552783908,B001296
457,resolution,0.08246376440275768,B001296
458,macedonian americans,0.07992772519326763,B001296
459,ilitch,0.07992772519326763,B001296
460,brokerage,0.21938389449980558,B001297
461,organized retail crime,0.1342976739680312,B001297
462,organized retail,0.1342976739680312,B001297
463,retail crime,0.1342976739680312,B001297
464,digital advertising,0.12039290880272856,B001297
465,buy brokerage,0.11518824542161325,B001297
466,sell brokerage,0.10366942087945191,B001297
467,brokerage customer,0.10366942087945191,B001297
468,peer review group,0.08730373674782516,B001297
469,digital advertising exchange,0.08063177179512927,B001297
470,foster youth,0.1521882665229908,B001298
471,foster,0.13314696818406288,B001298
472,foster care stabilization,0.10687860939209516,B001298
473,direct victim,0.10276236445991649,B001298
474,care stabilization,0.09495503851158438,B001298
475,foster care,0.09068078567468697,B001298
476,youth,0.09029914246241756,B001298
477,baltic states,0.09027100448985756,B001298
478,baltic,0.08716892931155537,B001298
479,victim civil rights,0.08674548665286455,B001298
480,iran,0.2236856006174344,B001299
481,sanctions,0.11377463432852322,B001299
482,china,0.10989738303577126,B001299
483,foreign source,0.10330308974446098,B001299
484,people republic,0.08197098859399557,B001299
485,gift contract,0.08087991822596736,B001299
486,republic china,0.0790763305015275,B001299
487,people republic china,0.079006625708969,B001299
488,republic,0.07664098780348191,B001299
489,foreign person,0.06778172300906771,B001299
490,incarcerated persons,0.2510377599597083,B001300
491,incarcerated,0.18124204137153907,B001300
492,environmental justice,0.12622216461603886,B001300
493,covid 19,0.11776191013215495,B001300
494,correctional,0.11740415778994406,B001300
495,environmental justice matters,0.11433838721894204,B001300
496,eligible fleet,0.10514981544659387,B001300
497,correctional facility,0.10159789101595709,B001300
498,environmental,0.10149540650521953,B001300
499,eligible fleet operator,0.10125537783746077,B001300
500,veterans,0.22899686827630872,B001301
501,health care,0.10609488707316628,B001301
502,foreign principal,0.10429034402217911,B001301
503,veterans affairs,0.09442559048645754,B001301
504,community care program,0.09425298142102007,B001301
505,community care,0.09056793033505028,B001301
506,veterans community care,0.08193693417645599,B001301
507,veterans community,0.0684515526284098,B001301
508,self scheduling,0.06766011217246745,B001301
509,covered entity,0.06582780070641989,B001301
510,lgbtqi,0.15422072585148067,B001302
511,antimicrobial,0.14635232147130306,B001302
512,breakthrough device,0.1296198324775984,B001302
513,antimicrobial drug,0.1194341219363194,B001302
514,drug,0.11326456970430426,B001302
515,breakthrough,0.11097662767627213,B001302
516,arpa,0.09814440553038975,B001302
517,led clinical data,0.08064487390931657,B001302
518,led clinical,0.08064487390931657,B001302
519,clinician led clinical,0.08064487390931657,B001302
520,tobacco cessation,0.09000057845565752,B001303
521,child health,0.08969331396940712,B001303
522,tobacco,0.08315143504634907,B001303
523,cessation,0.082206557251692,B001303
524,water resources development,0.07940380624424154,B001303
525,resources development,0.07430966897366968,B001303
526,water,0.07377136705971556,B001303
527,kidney,0.07235974168181517,B001303
528,water resources,0.06784251995164102,B001303
529,large online,0.06686776514761762,B001303
530,health enterprise,0.19869689713525956,B001304
531,health enterprise zone,0.1452015786757666,B001304
532,enterprise zone,0.1452015786757666,B001304
533,infrastructural barrier,0.08788516604059558,B001304
534,nominations,0.08286666702751143,B001304
535,nominations cadets,0.08250006855976517,B001304
536,hospital,0.07862218881037329,B001304
537,infrastructural,0.07722913017290729,B001304
538,military,0.07183491429659064,B001304
539,cadets,0.06980408627668389,B001304
540,trafficking,0.2194720013530292,B001305
541,trafficking persons,0.09225218241013808,B001305
542,air carrier,0.08767477943187806,B001305
543,human trafficking,0.0876071826761425,B001305
544,housing,0.07189944582130602,B001305
545,place accommodation,0.06804882908917832,B001305
546,computer science,0.0677741125242709,B001305
547,foreign language,0.06565617150788744,B001305
548,air,0.0641347330189168,B001305
549,regulatory,0.05893591712286813,B001305
550,fmoc,0.298302460959715,B001306
551,automated driving,0.1155719108310684,B001306
552,purim,0.10501049329418181,B001306
553,digital construction management,0.10084947046655926,B001306
554,digital construction,0.10084947046655926,B001306
555,advanced digital construction,0.10084947046655926,B001306
556,advanced digital,0.0935985612548873,B001306
557,construction management systems,0.0864424032570508,B001306
558,107 807 title,0.08389756714491986,B001306
559,107 807,0.08389756714491986,B001306
560,indiana,0.1508522775189977,B001307
561,15 638,0.14148618237266822,B001307
562,act 15 638,0.14148618237266822,B001307
563,catalytic,0.12497754290593985,B001307
564,638,0.10526298188220289,B001307
565,638 amended,0.10514221778446707,B001307
566,15 638 amended,0.10514221778446707,B001307
567,small business,0.10456225992336761,B001307
568,home,0.10351244564733451,B001307
569,converter,0.10031633429481267,B001307
570,insular,0.2939607136141096,B001309
571,insular areas,0.19125259960335053,B001309
572,edmonds,0.18764059876165604,B001309
573,insular area,0.1350515883331954,B001309
574,lobster,0.08807384286433251,B001309
575,carbon dioxide,0.08042460545578858,B001309
576,dioxide,0.079306076422567,B001309
577,office insular,0.07633066381575485,B001309
578,office insular area,0.06945640684133345,B001309
579,carbon,0.06474183791858378,B001309
580,000 outlays,0.29586329321496585,B001310
581,000 000 outlays,0.29048396061105736,B001310
582,new budget authority,0.2500892798708502,B001310
583,new budget,0.2500892798708502,B001310
584,budget authority,0.1950348515180422,B001310
585,outlays,0.1825610593194902,B001310
586,budget,0.16672997501578665,B001310
587,macedonian,0.13710953700303755,B001310
588,indiana,0.11352853305917049,B001310
589,000 fiscal year,0.08199467316974209,B001310
590,eligible student,0.19966468251340483,B001311
591,rtw,0.1795793707024978,B001311
592,price lunch rate,0.13372415791488954,B001311
593,lunch rate income,0.13372415791488954,B001311
594,certified development,0.1301153324609255,B001311
595,certified development company,0.11772339603607543,B001311
596,rate income,0.11521111353125905,B001311
597,lunch rate,0.11152742782365041,B001311
598,agency serving eligible,0.11143679826240795,B001311
599,percent reduced price,0.11143679826240795,B001311
600,supply,0.17984395782510593,B001312
601,critical goods services,0.13034427870991946,B001312
602,supply chain,0.12790714678968979,B001312
603,greenway,0.12525370635904415,B001312
604,services industrial equipment,0.11914473046176809,B001312
605,goods services industrial,0.11914473046176809,B001312
606,chain,0.11870864734921453,B001312
607,industrial equipment manufacturing,0.11465791154783593,B001312
608,supply chains,0.11457692718888579,B001312
609,critical industries,0.11418186002154368,B001312
610,contribution food,0.12623137458088735,B001313
611,charitable contribution food,0.12623137458088735,B001313
612,apply content,0.08415424972059156,B001313
613,charitable contribution,0.0813853519060568,B001313
614,food,0.07453359598708695,B001313
615,foundation defined,0.07250376424032395,B001313
616,foundation defined section,0.07250376424032395,B001313
617,donee,0.07018557572626671,B001313
618,supplements,0.06722628121093682,B001313
619,meal supplements,0.06503015377290128,B001313
620,ocean innovation,0.13867412810930527,C000059
621,transportation fuel,0.10891313985219839,C000059
622,suspension modification,0.1037704505998422,C000059
623,trips,0.09513988050432122,C000059
624,trade agreement,0.09465656553398312,C000059
625,oil transportation fuel,0.08949350075515629,C000059
626,crude oil transportation,0.08949350075515629,C000059
627,trade,0.08700120789194914,C000059
628,oil transportation,0.08699430770953728,C000059
629,modification trade,0.08005597497498596,C000059
630,coast guard,0.2642787455353496,C000127
631,coast,0.22724820777955285,C000127
632,guard,0.1881488415890437,C000127
633,commandant,0.16948586843962618,C000127
634,maritime,0.11284603173095885,C000127
635,commandant shall,0.11239007622685805,C000127
636,vessel,0.11102628281659821,C000127
637,rail,0.11101619827270225,C000127
638,amtrak,0.0959436874005152,C000127
639,title 49,0.09019109191641474,C000127
640,small business,0.15404083411989103,C000141
641,burma,0.13929693672360957,C000141
642,small,0.13660729322267517,C000141
643,eligible entity,0.12745116972277326,C000141
644,covered grant,0.0983802949134884,C000141
645,business center,0.09639753693355228,C000141
646,minority business,0.09337203311704968,C000141
647,minority business enterprises,0.09286870523136909,C000141
648,mbda,0.0897014153203821,C000141
649,burmese,0.08592709291984149,C000141
650,project,0.2670594614196277,C000174
651,water resources development,0.19397659083323981,C000174
652,resources development,0.1815320566513065,C000174
653,resources development act,0.1680027796973163,C000174
654,water resources,0.16773855138593002,C000174
655,title 23,0.14489878599915673,C000174
656,title 23 united,0.1380156419265304,C000174
657,23 united,0.13632667035942853,C000174
658,23 united states,0.13632667035942853,C000174
659,water,0.12779818997639794,C000174
660,athlete,0.2711837391634524,C000266
661,student athlete,0.2476999055011323,C000266
662,intercollegiate,0.1970315011404821,C000266
663,abe,0.1820703862088205,C000266
664,shinzo,0.171666364139745,C000266
665,shinzo abe,0.171666364139745,C000266
666,gray zone,0.14817284614563106,C000266
667,intercollegiate athletics,0.1251035401862716,C000266
668,intercollegiate athletics association,0.12484826482890549,C000266
669,party licensee,0.12202118808854431,C000266
670,election,0.2171185187696456,C000537
671,voter,0.20245613243031976,C000537
672,broadband,0.16163355549743924,C000537
673,ballot,0.15880252738677905,C000537
674,federal office,0.14978202973470228,C000537
675,absentee,0.13922600281843092,C000537
676,voter registration,0.12569857515854566,C000537
677,election federal office,0.12236069674281816,C000537
678,election federal,0.12201585933332493,C000537
679,nuclear,0.12146300569184063,C000537
680,blocked crossing,0.1814706563557928,C000754
681,unemployment,0.1670317351073798,C000754
682,crossing,0.14874776276930857,C000754
683,unemployment compensation,0.13516431813793361,C000754
684,tire,0.13269560730343719,C000754
685,megahertz band,0.12294764421178364,C000754
686,public highway,0.1092562848075855,C000754
687,public highway rail,0.10757918868531068,C000754
688,megahertz,0.10750902217202554,C000754
689,blocked,0.09832512953768081,C000754
690,tier facility,0.1433349198318992,C000880
691,tier,0.13097656752006348,C000880
692,drug,0.12897119582262379,C000880
693,horse,0.11749920810979571,C000880
